Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Value,CLTV,Engagement Score,Churn Probability,Risk Tier,Retention Priority Score,Customer Segment,Retention Recommendation
Female,Yes,No,No,15,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),55.0,757.1,1,3167,1,0.2564663982695539,Low Risk,812.2290833196772,Loyal Customer,Offer annual plan discount | Offer security package | Promote service bundle
Male,No,Yes,No,7,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,89.75,608.8,1,3807,3,0.6505803132915139,Medium Risk,2476.7592527007932,Loyal Customer,Offer annual plan discount | Offer security package | Provide pricing discount
Male,No,Yes,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.15,1139.2,1,4550,1,0.7743508241796102,High Risk,3523.2962500172266,Price Sensitive,Offer annual plan discount | Provide free tech support trial | Offer security package | Provide pricing discount | Promote service bundle
Male,Yes,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.6,279.55,1,3019,2,0.8658303267668664,High Risk,2613.94175650917,New Customer At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Provide pricing discount | Promote service bundle
Male,No,No,No,16,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.25,1483.25,1,2827,3,0.6037407382555562,Medium Risk,1706.7750670484572,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Provide pricing discount
Male,No,Yes,No,65,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),72.45,4653.85,1,4415,4,0.02932291548686917,Low Risk,129.46067187452738,Loyal Customer,Provide free tech support trial
Female,No,No,No,42,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.2,4400.75,1,2317,4,0.5138341795053469,Medium Risk,1190.5537939138887,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Provide pricing discount
Male,No,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,82.84999999999998,460.25,1,4458,1,0.823738291183275,High Risk,3672.22530209504,New Customer At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Provide pricing discount | Promote service bundle
Male,Yes,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.85,5485.5,1,5860,4,0.5698081708060766,Medium Risk,3339.075880923609,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Offer security package | Provide pricing discount
Female,No,Yes,No,5,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.59999999999998,404.2,1,4565,2,0.747822692266491,High Risk,3413.8105901965314,New Customer At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Provide pricing discount | Promote service bundle
Male,No,No,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,108.45,7176.55,1,4454,5,0.1262563136678237,Low Risk,562.3456210764867,Loyal Customer,Offer security package | Provide pricing discount
Female,No,Yes,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),91.5,242.95,1,5646,2,0.7616944126515219,High Risk,4300.526653830493,Valuable At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Provide pricing discount | Promote service bundle
Male,No,Yes,No,12,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),80.84999999999998,866.45,1,4306,2,0.3405718109745315,Medium Risk,1466.5022180563326,Loyal Customer,Offer annual plan discount | Provide pricing discount | Promote service bundle
Female,No,No,No,43,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),49.05,2076.2,1,4044,3,0.2776482906008945,Low Risk,1122.8096871900175,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Offer security package
Male,Yes,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.3,7299.649999999999,1,6284,4,0.48791638095575013,Medium Risk,3066.066537925934,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Offer security package | Provide pricing discount
Male,Yes,No,No,25,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.95,2291.2,1,3878,2,0.629912152471132,Medium Risk,2442.79932728305,Low Engagement At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Provide pricing discount | Promote service bundle
Male,Yes,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,110.85,7491.75,1,4281,5,0.2466192868525624,Low Risk,1055.7771670158197,Loyal Customer,Offer security package | Provide pricing discount
Female,No,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.2,7723.899999999999,1,5947,6,0.08564395538208013,Low Risk,509.3246026572305,Loyal Customer,Provide pricing discount
Male,Yes,Yes,No,27,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),36.5,1032.0,1,4564,1,0.37883729168432706,Medium Risk,1729.0133992472688,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.75,70.75,1,3963,0,0.5962091714299257,Medium Risk,2362.7769463767954,Low Engagement At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Male,No,No,No,3,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,40.15,130.75,1,4710,2,0.6603072657956875,Medium Risk,3110.0472218976884,Low Engagement At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Male,Yes,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.45,2653.65,1,2233,2,0.7370510813981417,High Risk,1645.8350647620505,Price Sensitive,Offer annual plan discount | Provide free tech support trial | Offer security package | Provide pricing discount | Promote service bundle
Female,No,Yes,No,36,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),97.35,3457.9,1,4544,3,0.5355127160984046,Medium Risk,2433.3697819511503,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Offer security package | Provide pricing discount
Male,No,No,No,1,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,45.3,45.3,1,4954,2,0.7271957217447933,High Risk,3602.527605523706,New Customer At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Male,No,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,94.95,178.1,1,4493,3,0.7262080600501257,High Risk,3262.8528138052147,New Customer At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Provide pricing discount
Female,No,No,Yes,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.55,480.6,1,4162,0,0.12392597473591112,Low Risk,515.7799068508621,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Male,No,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,23.45,23.45,1,4517,0,0.7554605479157367,High Risk,3412.4152949353825,New Customer At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Male,No,No,No,1,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,29.7,29.7,1,3383,1,0.463266857505633,Medium Risk,1567.2317789415565,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Promote service bundle
Female,No,Yes,No,59,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,101.1,6039.9,1,4160,3,0.46096080280486224,Medium Risk,1917.596939668227,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Offer security package | Provide pricing discount
Female,No,No,No,3,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.65,151.3,1,2876,0,0.5330621283547816,Medium Risk,1533.086681148352,Low Engagement At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.4,55.4,1,2294,1,0.5936005863704523,Medium Risk,1361.7197451338177,Low Engagement At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Female,Yes,Yes,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.6,90.6,1,2905,2,0.8324109261595022,High Risk,2418.153740493354,New Customer At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Provide pricing discount | Promote service bundle
Male,Yes,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,86.84999999999998,156.35,1,5204,1,0.8124429686599245,High Risk,4227.953208906247,Valuable At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Provide pricing discount | Promote service bundle
Female,Yes,Yes,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.05,2952.85,1,3179,3,0.6850858015030891,Medium Risk,2177.88776297832,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Offer security package | Provide pricing discount
Female,No,No,No,52,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),111.25,5916.45,1,4861,5,0.15179821917491465,Low Risk,737.8911434092602,Loyal Customer,Provide pricing discount
Male,No,No,No,2,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,55.1,113.35,1,4235,2,0.3545159756566238,Medium Risk,1501.3751569058018,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Promote service bundle
Male,No,Yes,No,13,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.25,1359.0,1,2003,3,0.765327162090798,High Risk,1532.9503056678684,Price Sensitive,Offer annual plan discount | Provide free tech support trial | Offer security package | Provide pricing discount
Male,Yes,No,No,19,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.9,1777.9,1,2851,3,0.6048849471370925,Medium Risk,1724.5269842878508,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Offer security package | Provide pricing discount
Female,Yes,No,No,47,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,95.05,4504.55,1,5214,3,0.392015316719877,Medium Risk,2043.9678613774386,Loyal Customer,Offer annual plan discount | Offer security package | Provide pricing discount
Female,No,No,No,5,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),53.85,259.8,1,5435,2,0.20644125985229797,Low Risk,1122.0082472972394,Loyal Customer,Offer annual plan discount | Promote service bundle
Male,Yes,Yes,No,52,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.2,5568.35,1,5648,4,0.5361226163843891,Medium Risk,3028.0205373390295,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Provide pricing discount
Female,No,Yes,No,42,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.25,2203.65,1,4873,0,0.28216223716553473,Low Risk,1374.9765817076507,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Female,No,No,No,25,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.5,2369.05,1,5932,4,0.6052318713225735,Medium Risk,3590.235460685506,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Offer security package | Provide pricing discount
Female,No,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,71.0,672.55,1,2236,0,0.5899613016425966,Medium Risk,1319.153470472846,Low Engagement At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Female,No,No,No,16,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),93.2,1573.7,1,5497,3,0.5436702615438147,Medium Risk,2988.5554277063493,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Offer security package | Provide pricing discount
Male,No,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.35,126.05,1,3864,0,0.2486093115055667,Low Risk,960.6263796575097,Loyal Customer,Offer annual plan discount | Promote service bundle
Male,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,64.55,1,2158,0,0.21160002397063604,Low Risk,456.6328517286326,Loyal Customer,Offer annual plan discount | Promote service bundle
Female,No,Yes,No,31,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.2,3243.45,1,5000,4,0.6642389901645573,Medium Risk,3321.1949508227867,Loyal Customer,Offer annual plan discount | Offer security package | Provide pricing discount
Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.25,79.25,1,5533,1,0.7527060846636394,High Risk,4164.722766443917,Valuable At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.9,44.9,1,2632,0,0.4620007393954353,Medium Risk,1215.9859460887856,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Male,No,Yes,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.1,659.65,1,2457,0,0.6933731330863243,Medium Risk,1703.6177879930988,Low Engagement At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Male,No,No,No,4,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,29.65,118.5,1,4207,1,0.6583215559735344,Medium Risk,2769.558785980659,Low Engagement At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Male,No,No,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,77.84999999999998,3365.85,1,5107,1,0.3877118959536679,Medium Risk,1980.044652635382,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Male,No,No,No,4,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,54.3,195.3,1,5834,1,0.49424745332419956,Medium Risk,2883.4396426933804,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Female,Yes,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.15,997.65,1,4074,2,0.738188292720478,High Risk,3007.3791045432276,New Customer At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Provide pricing discount | Promote service bundle
Male,No,Yes,No,47,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),110.85,5275.8,1,3344,5,0.22146618280155358,Low Risk,740.5829152883952,Loyal Customer,Provide pricing discount
Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.5,80.5,1,2734,1,0.6885491640730802,Medium Risk,1882.4934145758014,Low Engagement At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Provide pricing discount | Promote service bundle
Male,No,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),72.2,305.55,1,5668,0,0.6824321025080008,Medium Risk,3868.0251570153487,Low Engagement At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Male,No,No,No,17,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,51.5,900.5,1,5659,1,0.1909053681201531,Low Risk,1080.3334781919464,Loyal Customer,Offer annual plan discount | Offer security package | Promote service bundle
Male,Yes,No,No,43,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,89.54999999999998,3856.75,1,3802,2,0.4309762296655303,Medium Risk,1638.5716251883462,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Offer security package | Provide pricing discount | Promote service bundle
Male,No,Yes,No,21,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Mailed check,77.5,1625.0,1,5353,4,0.11256476192383318,Low Risk,602.559170578279,Loyal Customer,No action required
Male,No,Yes,No,42,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),95.25,3959.35,1,2075,3,0.4609751357035074,Medium Risk,956.5234065847778,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Offer security package | Provide pricing discount
Male,Yes,No,No,46,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.0,3969.4,1,2097,2,0.25486915493606604,Low Risk,534.4606179009305,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Provide pricing discount | Promote service bundle
Female,No,Yes,No,5,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,85.75,470.95,1,3608,2,0.7188288734099861,High Risk,2593.53457526323,New Customer At-Risk,Offer annual plan discount | Offer security package | Provide pricing discount | Promote service bundle
Female,Yes,No,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.25,560.6,1,3330,3,0.7925424215214874,High Risk,2639.166263666553,New Customer At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Provide pricing discount
Female,Yes,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.7,25.7,1,4095,0,0.6558863970882326,Medium Risk,2685.8547960763126,Low Engagement At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Female,No,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.0,506.9,1,5672,0,0.7389600669628548,High Risk,4191.381499813312,Valuable At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Male,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),46.05,80.34999999999998,1,4662,0,0.3813210500686877,Medium Risk,1777.7187354202222,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Female,Yes,Yes,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,76.4,76.4,1,2426,1,0.6845191517185584,Medium Risk,1660.6434620692226,Low Engagement At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Female,No,No,No,5,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.5,514.0,1,5180,3,0.8227218827463316,High Risk,4261.699352625998,Valuable At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Provide pricing discount
Male,Yes,Yes,Yes,22,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,40.05,880.2,1,2061,2,0.08991294461009161,Low Risk,185.3105788413988,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Promote service bundle
Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.95,69.95,1,5066,0,0.6574378428285768,Medium Risk,3330.58011176957,Low Engagement At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Male,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.3,93.3,1,2578,2,0.830653129166073,High Risk,2141.4237669901363,New Customer At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Provide pricing discount | Promote service bundle
Male,No,No,No,3,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,49.15,169.05,1,5598,1,0.5204011827121384,Medium Risk,2913.205820822551,Low Engagement At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Female,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,35.05,35.05,1,3706,1,0.6209226653377453,Medium Risk,2301.139397741684,Low Engagement At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Female,Yes,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,73.0,73.0,1,4116,1,0.6896487365766912,Medium Risk,2838.594199749661,Low Engagement At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Male,Yes,No,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),83.84999999999998,2716.3,1,2583,2,0.3944131433584764,Medium Risk,1018.7691492949444,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Offer security package | Provide pricing discount | Promote service bundle
Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.1,70.1,1,3706,0,0.7216630960595426,High Risk,2674.4834339966646,New Customer At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Female,Yes,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.65,142.35,1,2189,0,0.7179716330411485,High Risk,1571.639904727074,New Customer At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Male,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,33.2,1,5627,0,0.23052989522781722,Low Risk,1297.1917204469275,Loyal Customer,Offer annual plan discount | Promote service bundle
Female,No,No,No,3,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.0,287.4,1,5236,4,0.632971217663206,Medium Risk,3314.2372956845466,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Provide pricing discount
Male,No,No,No,26,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.95,2254.2,1,5869,1,0.644794119338777,Medium Risk,3784.296686399282,Low Engagement At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Provide pricing discount | Promote service bundle
Male,No,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),116.2,7752.3,1,4495,6,0.05880862137191364,Low Risk,264.3447530667518,Loyal Customer,Provide pricing discount
Female,No,Yes,No,71,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),93.7,6585.35,1,4296,2,0.1506069820770667,Low Risk,647.0075950030784,Loyal Customer,Provide free tech support trial | Offer security package | Provide pricing discount | Promote service bundle
Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,19.7,1,5707,0,0.240033909520223,Low Risk,1369.8735216319126,Loyal Customer,Offer annual plan discount | Promote service bundle
Female,No,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.54999999999998,413.65,1,4600,0,0.7022100102080555,High Risk,3230.166046957055,New Customer At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Female,No,No,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),77.65,714.15,1,3847,1,0.6316077535951298,Medium Risk,2429.7950280804644,Low Engagement At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Female,Yes,No,No,26,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,95.0,2497.2,1,4232,3,0.5311086930755423,Medium Risk,2247.651989095695,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Provide pricing discount
Male,No,No,No,54,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),105.4,5643.4,1,4406,5,0.09345975720413904,Low Risk,411.7836902414366,Loyal Customer,Provide pricing discount
Male,No,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.85,197.7,1,3790,3,0.7775497105167466,High Risk,2946.9134028584695,New Customer At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Provide pricing discount
Male,No,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.15,79.15,1,4243,1,0.7348056763161047,High Risk,3117.780484609232,New Customer At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Female,No,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.65,655.85,1,2486,0,0.0795374102403276,Low Risk,197.7300018574544,Loyal Customer,Offer annual plan discount | Promote service bundle
Female,No,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.0,303.15,1,2085,1,0.7393142108259488,High Risk,1541.4701295721034,New Customer At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Female,No,Yes,No,17,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,91.85,1574.45,1,5643,3,0.4779679518456014,Medium Risk,2697.1731522647287,Loyal Customer,Offer annual plan discount | Provide pricing discount
Female,Yes,No,No,60,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,106.0,6441.4,1,5507,4,0.25078902843672507,Low Risk,1381.095179601045,Loyal Customer,Offer security package | Provide pricing discount
Male,No,No,Yes,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,49.9,49.9,1,3113,1,0.09944309980403014,Low Risk,309.5663696899458,Loyal Customer,Offer annual plan discount | Offer security package | Promote service bundle
Female,No,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.35,1358.85,1,2008,3,0.7097279579150252,High Risk,1425.1337394933705,Price Sensitive,Offer annual plan discount | Provide free tech support trial | Provide pricing discount
Female,Yes,Yes,No,38,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.95,2869.85,1,5165,0,0.47657424690126954,Medium Risk,2461.505985245057,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Male,Yes,Yes,Yes,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),49.25,49.25,1,4478,1,0.1310147675147321,Low Risk,586.6841289309704,Loyal Customer,Offer annual plan discount | Offer security package | Promote service bundle
